count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 1.7015549335084037, 0.26666666666666666, 0, 0.0, 0, 18, 18, 0, 0, 0, 0.0
21.0, 0, 1.5917829858562658, 0.5666666666666667, 0, 0.0, 0, 18, 18, 0, 0, 0, 0.0
22.0, 0, 1.6446639787482376, 0.8666666666666669, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
23.0, 0, 1.547272991440776, 1.2, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
24.0, 0, 1.540427541458852, 1.3666666666666665, 0.16666666666666666, 0.0, 0, 18, 20, 2, 0, 0, 0.0
25.0, 0, 1.6000791132860188, 1.6666666666666672, 0, 0.0, 0, 20, 22, 0, 0, 0, 0.0
26.0, 0, 1.6097221627632639, 1.766666666666667, 0.23333333333333334, 0.0, 0, 18, 22, 2, 0, 0, 0.0
27.0, 0, 1.6582509885509513, 2.0666666666666664, 0, 0.0, 0, 20, 24, 0, 0, 0, 0.0
28.0, 0, 1.5552689138110032, 2.3999999999999995, 0, 0.0, 0, 20, 24, 0, 0, 0, 0.0
29.0, 0, 1.5600311801170945, 2.4, 0.3333333333333333, 0.0, 0, 18, 24, 2, 0, 0, 0.0
30.0, 0, 1.694202937615284, 2.6999999999999993, 0, 0.0, 0, 20, 26, 0, 0, 0, 0.0
31.0, 0, 1.6918191030295562, 3.033333333333334, 0, 0.0, 0, 20, 26, 0, 0, 0, 0.0
32.0, 0, 1.729147769002169, 3.150000000000001, 0.21666666666666667, 0.0, 0, 21, 28, 1, 0, 0, 0.0
33.0, 1, 1.725547865396114, 3.5000000000000004, 0, 0.0, 1, 21, 28, 0, 0, 1, 0.016666666666666666
34.0, 0, 1.7364415696540876, 3.85, 0, 0.0, 0, 21, 28, 0, 0.016666666666666666, 1, 0.03333333333333333
35.0, 0, 1.912179823307533, 4.199999999999999, 0, 0.0, 0, 23, 30, 0, 0.03333333333333333, 1, 0.05
36.0, 0, 1.9669347297202084, 4.583333333333332, 0, 0.0, 0, 23, 30, 0, 0.05, 2, 0.08333333333333333
37.0, 0, 2.08441904666761, 4.966666666666666, 0, 0.0, 0, 25, 32, 0, 0.08333333333333333, 3, 0.13333333333333333
38.0, 0, 2.1245911203796553, 5.383333333333332, 0, 0.0, 0, 25, 32, 0, 0.13333333333333333, 4, 0.2
39.0, 0, 2.1426957883588944, 5.799999999999999, 0, 0.0, 0, 25, 32, 0, 0.2, 5, 0.2833333333333333
40.0, 0, 2.2695167570457184, 6.216666666666665, 0, 0.0, 0, 27, 34, 0, 0.2833333333333333, 5, 0.36666666666666664
41.0, 0, 2.3175057159517176, 6.666666666666664, 0, 0.0, 0, 27, 34, 0, 0.36666666666666664, 6, 0.4666666666666667
42.0, 0, 2.3809932799336857, 7.116666666666667, 0, 0.0, 0, 29, 36, 0, 0.4666666666666667, 7, 0.5833333333333334
43.0, 0, 2.405594377064478, 7.600000000000001, 0, 0.0, 0, 29, 36, 0, 0.5833333333333334, 8, 0.7166666666666667
44.0, 0, 2.437047528046719, 8.083333333333334, 0, 0.0, 0, 29, 36, 0, 0.7166666666666667, 9, 0.8666666666666666
45.0, 0, 2.5262705193602133, 8.566666666666668, 0, 0.0, 0, 31, 38, 0, 0.8666666666666667, 9, 1.0166666666666668
46.0, 1, 2.5267776142626373, 9.083333333333332, 0, 0.0, 1, 31, 38, 0, 1.0166666666666666, 7, 0.46666666666666673
47.0, 0, 2.390138634414439, 7.7333333333333325, 1.8666666666666667, 0.0, 0, 29, 40, 4, 0.4666666666666666, 3, 0.15
48.0, 0, 2.3666108996604542, 8.216666666666667, 0, 0.0, 0, 29, 40, 0, 0.5833333333333334, 1, 0.016666666666666666
49.0, 0, 2.364852995618861, 8.7, 0, 0.0, 0, 29, 40, 0, 0.7166666666666667, 0, 0.0
50.0, 0, 2.2907318597557262, 7.633333333333334, 1.5500000000000003, 0.0, 0, 28, 42, 3, 0.41666666666666663, 0, 0.0
51.0, 0, 2.223083049944167, 7.566666666666667, 0.5333333333333333, 0.0, 0, 27, 42, 1, 0.35, 0, 0.0
52.0, 0, 2.232779154843586, 8.016666666666666, 0, 0.0, 0, 29, 43, 0, 0.41666666666666663, 0, 0.0
53.0, 0, 2.0362607984357646, 6.316666666666667, 2.1833333333333336, 0.0, 0, 25, 42, 4, 0.08333333333333333, 0, 0.0
54.0, 0, 2.0367082492891146, 6.7333333333333325, 0, 0.0, 0, 25, 40, 0, 0.1, 0, 0.0
55.0, 0, 2.005799990632964, 6.183333333333334, 0.9666666666666667, 0.0, 0, 25, 42, 2, 0.11666666666666667, 0, 0.0
56.0, 0, 2.0400576955586436, 6.6000000000000005, 0, 0.0, 0, 25, 42, 0, 0.13333333333333333, 2, 0.03333333333333333
57.0, 0, 2.149403148408366, 7.016666666666666, 0, 0.0, 0, 27, 43, 0, 0.16666666666666666, 2, 0.06666666666666667
58.0, 0, 2.2156430802624234, 7.466666666666666, 0, 0.0, 0, 27, 42, 0, 0.19999999999999998, 2, 0.1
59.0, 1, 2.2478281090806718, 7.916666666666666, 0, 0.0, 1, 27, 42, 0, 0.23333333333333334, 5, 0.18333333333333332
60.0, 0, 2.3486769492195436, 8.366666666666667, 0, 0.0, 0, 29, 44, 0, 0.31666666666666665, 7, 0.3
61.0, 0, 2.3881952079837188, 8.849999999999998, 0, 0.0, 0, 29, 43, 0, 0.4333333333333333, 9, 0.44999999999999996
62.0, 0, 2.4663440483383816, 9.333333333333332, 0, 0.0, 0, 31, 45, 0, 0.5833333333333334, 9, 0.6000000000000001
63.0, 0, 2.4960649522756198, 9.850000000000001, 0, 0.0, 0, 31, 45, 0, 0.7333333333333333, 10, 0.7666666666666666
64.0, 0, 2.536495644760056, 10.366666666666667, 0, 0.0, 0, 31, 45, 0, 0.9, 11, 0.95
