count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 1.4597061393186523, 0.13333333333333333, 0, 0.0, 0, 8, 8, 0, 0, 0, 0.0
21.0, 0, 1.1100499061503495, 0.26666666666666666, 0, 0.0, 0, 8, 8, 0, 0, 0, 0.0
22.0, 0, 1.0559173730462637, 0.39999999999999997, 0, 0.0, 0, 8, 8, 0, 0, 0, 0.0
23.0, 0, 1.2084555717233045, 0.5333333333333333, 0, 0.0, 0, 8, 8, 0, 0, 0, 0.0
24.0, 0, 1.5277883030926425, 0.49999999999999994, 0.16666666666666666, 0.0, 0, 6, 8, 2, 0, 0, 0.0
25.0, 0, 1.6602342047699838, 0.6, 0, 0.0, 0, 6, 8, 0, 0, 0, 0.0
26.0, 0, 1.7725835471354106, 0.7000000000000001, 0, 0.0, 0, 6, 8, 0, 0, 1, 0.016666666666666666
27.0, 0, 1.6790808787638172, 0.7999999999999999, 0, 0.0, 0, 6, 8, 0, 0.016666666666666666, 2, 0.05
28.0, 0, 1.579271772394225, 0.9, 0, 0.0, 0, 6, 8, 0, 0.05, 2, 0.08333333333333334
29.0, 0, 1.4982420175060565, 0.9999999999999999, 0, 0.0, 0, 6, 8, 0, 0.08333333333333334, 2, 0.11666666666666667
30.0, 0, 1.4745896814072623, 1.0999999999999999, 0, 0.0, 0, 6, 8, 0, 0.11666666666666667, 2, 0.15
31.0, 0, 1.4516129191756946, 1.2, 0, 0.0, 0, 6, 8, 0, 0.15, 2, 0.18333333333333335
32.0, 0, 2.7258343980561777, 1.3000000000000003, 0, 0.0, 0, 6, 8, 0, 0.18333333333333335, 2, 0.21666666666666667
33.0, 1, 2.9954863065359216, 1.4000000000000001, 0, 0.0, 1, 6, 8, 0, 0.21666666666666667, 0, 0.0
34.0, 0, 1.1379687932194908, 0.5, 1.0, 0.0, 0, 2, 8, 4, 0, 0, 0.0
35.0, 0, 1.594234100058473, 0.5333333333333333, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0
36.0, 0, 1.98407455923218, 0.5666666666666667, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0
37.0, 0, 1.9936140467206787, 0.6, 0, 0.0, 0, 2, 8, 0, 0, 1, 0.016666666666666666
38.0, 0, 1.9981506249924201, 0.6333333333333333, 0, 0.0, 0, 2, 8, 0, 0.016666666666666666, 2, 0.05
39.0, 0, 1.9997919610258992, 0.6666666666666666, 0, 0.0, 0, 2, 8, 0, 0.05, 2, 0.08333333333333334
40.0, 0, 1.9999402734469904, 0.7, 0, 0.0, 0, 2, 8, 0, 0.08333333333333334, 2, 0.11666666666666667
41.0, 0, 1.9999797019415662, 0.7333333333333333, 0, 0.0, 0, 2, 8, 0, 0.11666666666666667, 2, 0.15
42.0, 0, 1.9999918701311725, 0.7666666666666667, 0, 0.0, 0, 2, 8, 0, 0.15, 2, 0.18333333333333335
43.0, 0, 2.0, 0.8, 0, 0.0, 0, 2, 8, 0, 0.18333333333333335, 2, 0.21666666666666667
44.0, 0, 1.9999944968674277, 0.8333333333333334, 0, 0.0, 0, 2, 8, 0, 0.21666666666666667, 2, 0.25
45.0, 0, 2.0, 0.8666666666666667, 0, 0.0, 0, 2, 8, 0, 0.25, 2, 0.2833333333333333
46.0, 1, 1.9353364630077232, 0.9, 0, 0.0, 1, 2, 8, 0, 0.2833333333333333, 0, 0.0
47.0, 0, 0.0, 0, 0.9333333333333333, 0.0, 0, 0, 8, 2, 0, 0, 0.0
48.0, 0, 0.0, 0, 0, 0.0, 0, 0, 8, 0, 0, 0, 0.0
49.0, 0, 0.0, 0, 0, 0.0, 0, 0, 8, 0, 0, 0, 0.0
50.0, 0, 0.0, 0, 0, 0.0, 0, 0, 8, 0, 0, 0, 0.0
51.0, 0, 0.0, 0, 0, 0.0, 0, 0, 8, 0, 0, 0, 0.0
52.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
53.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
54.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
55.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
56.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
57.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
58.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
59.0, 1, 0.0, 0, 0, 0.0, 1, 0, 6, 0, 0, 0, 0.0
60.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
61.0, 0, 0.0, 0, 0, 0.0, 0, 0, 6, 0, 0, 0, 0.0
62.0, 0, 0.0, 0, 0, 0.0, 0, 0, 5, 0, 0, 0, 0.0
63.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
64.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
65.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
66.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
67.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
68.0, 0, 0.0, 0, 0, 0.0, 0, 0, 4, 0, 0, 0, 0.0
69.0, 0, 0.0, 0, 0, 0.0, 0, 0, 3, 0, 0, 0, 0.0
70.0, 0, 0.0, 0, 0, 0.0, 0, 0, 2, 0, 0, 0, 0.0
71.0, 0, 0.0, 0, 0, 0.0, 0, 0, 2, 0, 0, 0, 0.0
